line_id	text	tokens_space
883	ويختلف ذلك بالوقت ومحله من الثوب والبدن .	ويختلف ذلك بالوقت ومحله من الثوب والبدن .
884	واذا تعين عين النجاسه في الطريق ولو مواطئ كلب فلا يعفي عنها .	واذا تعين عين النجاسه في الطريق ولو مواطئ كلب فلا يعفي عنها .
885	وان عمت الطريق علي الاوجه .	وان عمت الطريق علي الاوجه .
886	وافتي شيخنا في طريق لا طين بها بل فيها قذر الادمي وروث الكلاب والبهائم	وافتي شيخنا في طريق لا طين بها بل فيها قذر الادمي وروث الكلاب والبهائم
887	وقد اصابها المطر بالعفو عند مشقه الاحتراز .	وقد اصابها المطر بالعفو عند مشقه الاحتراز .
888	ومحل استجماره وونيم ذباب وروث خفاش ,	ومحل استجماره وونيم ذباب وروث خفاش ,
889	قاعده مهمه : وهي ان ما اصله	قاعده مهمه : وهي ان ما اصله
890	الطهاره وغلب علي الظن تنجسه لغلبه النجاسه في مثله فيه قولان معروفان	الطهاره وغلب علي الظن تنجسه لغلبه النجاسه في مثله فيه قولان معروفان
891	بقولي الاصل والظاهر او الغالب ارجحهما انه طاهر عملا بالاصل المتيقن لانه	بقولي الاصل والظاهر او الغالب ارجحهما انه طاهر عملا بالاصل المتيقن لانه
892	اضبط من الغالب المختلف بالاحوال والازمان وذلك كثياب خمار وحائض وصبيان	اضبط من الغالب المختلف بالاحوال والازمان وذلك كثياب خمار وحائض وصبيان
893	واواني متدينين بالنجاسه وورق يغلب نثره علي نجس ولعاب صبي وجوخ اشتهر عمله	واواني متدينين بالنجاسه وورق يغلب نثره علي نجس ولعاب صبي وجوخ اشتهر عمله
894	بشحم الخنزير وجبن شامي اشتهر عمله بانفحه الخنزير وقد جاءه صلي الله عليه	بشحم الخنزير وجبن شامي اشتهر عمله بانفحه الخنزير وقد جاءه صلي الله عليه
895	وسلم جبنه من عندهم فاكل منها ولم يسال عن ذلك ذكره شيخنا في شرح المنهاج .	وسلم جبنه من عندهم فاكل منها ولم يسال عن ذلك ذكره شيخنا في شرح المنهاج .
896	ويعفي عن محل استجماره وعن ونيم ذباب وبول وروث خفاش في المكان وكذا	ويعفي عن محل استجماره وعن ونيم ذباب وبول وروث خفاش في المكان وكذا
897	الثوب والبدن وان كثرت لعسر الاحتراز عنها ويعفي عما جف من ذرق سائر الطيور	الثوب والبدن وان كثرت لعسر الاحتراز عنها ويعفي عما جف من ذرق سائر الطيور
898	في المكان اذا عمت البلوي به .	في المكان اذا عمت البلوي به .
899	وقضيه كلام المجموع العفو عنه في الثوب والبدن ايضا1 .	وقضيه كلام المجموع العفو عنه في الثوب والبدن ايضا1 .
900	ولا يعفي عن بعر الفار ولو يابسا علي الاوجه لكن افتي شيخنا ابن زياد	ولا يعفي عن بعر الفار ولو يابسا علي الاوجه لكن افتي شيخنا ابن زياد
901	كبعض المتاخرين بالعفو عنه اذا عمت البلوي به كعمومها في ذرق الطيور2 .	كبعض المتاخرين بالعفو عنه اذا عمت البلوي به كعمومها في ذرق الطيور2 .
902	PageV01P083	PageV01P083
903	000000000000000000000000000000000	000000000000000000000000000000000
904	ولا تصح صلاه من حمل مستجمرا او	ولا تصح صلاه من حمل مستجمرا او
905	حيوانا بمنفذه نجس او مذكي غسل مذبحه دون جوفه او ميتا طاهرا كادمي وسمك	حيوانا بمنفذه نجس او مذكي غسل مذبحه دون جوفه او ميتا طاهرا كادمي وسمك
906	يغسل باطنه او بيضه مذره في باطنها دم ولا صلاه قابض طرف ms028 متصل بنجس وان لم	يغسل باطنه او بيضه مذره في باطنها دم ولا صلاه قابض طرف ms028 متصل بنجس وان لم
907	يتحرك بحركته .	يتحرك بحركته .
908	فرع : لو راي من يريد صلاه وبثوبه نجس غير معفو عنه لزمه اعلامه وكذا يلزم	فرع : لو راي من يريد صلاه وبثوبه نجس غير معفو عنه لزمه اعلامه وكذا يلزم
909	تعليم من راه يخل بواجب عباده في راي مقلده .	تعليم من راه يخل بواجب عباده في راي مقلده .
910	تتمه : [ في بيان احكام الاستنجاء واداب دخول الخلاء ] : يجب الاستنجاء من	تتمه : [ في بيان احكام الاستنجاء واداب دخول الخلاء ] : يجب الاستنجاء من
911	كل خارج ملوث بماء .	كل خارج ملوث بماء .
912	ويكفي فيه غلبه ظن زوال النجاسه ولا يسن حينئذ شم يده وينبغي الاسترخاء	ويكفي فيه غلبه ظن زوال النجاسه ولا يسن حينئذ شم يده وينبغي الاسترخاء
913	لئلا يبقي اثرها في تضاعيف شرج المقعده او بثلاث مسحات تعم المحل في كل مره	لئلا يبقي اثرها في تضاعيف شرج المقعده او بثلاث مسحات تعم المحل في كل مره
914	مع تنقيه بجامد قالع .	مع تنقيه بجامد قالع .
915	ويندب لداخل الخلاء ان يقدم يساره ويمينه لانصرافه بعكس المسجد وينحي ما	ويندب لداخل الخلاء ان يقدم يساره ويمينه لانصرافه بعكس المسجد وينحي ما
916	عليه معظم من قران واسم نبي او ملك ولو مشتركا كعزيز واحمد ان قصد به معظم	عليه معظم من قران واسم نبي او ملك ولو مشتركا كعزيز واحمد ان قصد به معظم
917	ويسكت حال خروج خارج ولو عن غير ذكر وفي غير حال الخروج عن ذكر ويبعد	ويسكت حال خروج خارج ولو عن غير ذكر وفي غير حال الخروج عن ذكر ويبعد
918	ويستتر .	ويستتر .
919	وان لا يقضي حاجته في ماء مباح راكد ما لم يستبحر ومتحدث غير مملوك لاحد	وان لا يقضي حاجته في ماء مباح راكد ما لم يستبحر ومتحدث غير مملوك لاحد
920	وطريق وقيل : يحرم التغوط فيها وتحت مثمر بملكه او مملوك علم رضا مالكه والا	وطريق وقيل : يحرم التغوط فيها وتحت مثمر بملكه او مملوك علم رضا مالكه والا
921	حرم ولا يستقبل عين	حرم ولا يستقبل عين
922	وثالثها : ستر رجل وامه ما بين سره وركبه ,	وثالثها : ستر رجل وامه ما بين سره وركبه ,
923	القبله ولا يستدبرها ويحرمان في	القبله ولا يستدبرها ويحرمان في
924	غير المعد وحيث لا ساتر فلو استقبلها بصدره وحول فرجه عنها ثم بال لم يضر	غير المعد وحيث لا ساتر فلو استقبلها بصدره وحول فرجه عنها ثم بال لم يضر
925	بخلاف عكسه .	بخلاف عكسه .
926	ولا يستاك ولا يبزق في بوله .	ولا يستاك ولا يبزق في بوله .
927	وان يقول عند دخوله : اللهم اني اعوذ بك من الخبث والخبائث . [ البخاري رقم :	وان يقول عند دخوله : اللهم اني اعوذ بك من الخبث والخبائث . [ البخاري رقم :
928	142 ومسلم رقم : 375 ]	142 ومسلم رقم : 375 ]
929	والخروج : غفرانك الحمد لله الذي اذهب عني الاذي وعافاني وبعد الاستنجاء :	والخروج : غفرانك الحمد لله الذي اذهب عني الاذي وعافاني وبعد الاستنجاء :
930	اللهم طهر قلبي من النفاق وحصن فرجي من الفواحش . [ قال الحافظ العراقي في	اللهم طهر قلبي من النفاق وحصن فرجي من الفواحش . [ قال الحافظ العراقي في
931	تخريج احاديث الاحياء هكذا وقع في نسخ الاحياء عن ابي سعيد وانما هو عن ام	تخريج احاديث الاحياء هكذا وقع في نسخ الاحياء عن ابي سعيد وانما هو عن ام
932	معبد وكذا رواه الخطيب في التاريخ دون قوله : وفرجي من الزنا وزاد : وعملي من	معبد وكذا رواه الخطيب في التاريخ دون قوله : وفرجي من الزنا وزاد : وعملي من
933	الرياء وعيني من الخيانه واسناده ضعيف . انتهي ] .	الرياء وعيني من الخيانه واسناده ضعيف . انتهي ] .
934	قال البغوي : لو شك بعد الاستنجاء هل غسل ذكره لم تلزمه اعادته .	قال البغوي : لو شك بعد الاستنجاء هل غسل ذكره لم تلزمه اعادته .
935	ثالثها : اي شروط الصلاه ستر رجل ولو صبيا وامه ولو مكاتبه وام ولد ما بين	ثالثها : اي شروط الصلاه ستر رجل ولو صبيا وامه ولو مكاتبه وام ولد ما بين
936	سره وركبه لهما ولو خاليا في ظلمه للخبر ms029 الصحيح : لا يقبل الله صلاه حائض اي	سره وركبه لهما ولو خاليا في ظلمه للخبر ms029 الصحيح : لا يقبل الله صلاه حائض اي
937	بالغ الا بخمار . [ الترمذي رقم : 277 , ابو داود رقم : 641 , ابن ماجه رقم : 655 ,	بالغ الا بخمار . [ الترمذي رقم : 277 , ابو داود رقم : 641 , ابن ماجه رقم : 655 ,
938	مسند احمد رقم : 24641 , 25305 , 25694 ] .	مسند احمد رقم : 24641 , 25305 , 25694 ] .
939	ويجب ستر جزء منهما ليتحقق به ستر العوره .	ويجب ستر جزء منهما ليتحقق به ستر العوره .
940	وحره غير وجه وكفين بما لا يصف لونا ان قدر عليه .	وحره غير وجه وكفين بما لا يصف لونا ان قدر عليه .
941	وستر حره ولو صغيره غير وجه وكفين	وستر حره ولو صغيره غير وجه وكفين
942	ظهرهما وبطنهما الي الكوعين .	ظهرهما وبطنهما الي الكوعين .
943	بما لا يصف لونا اي لون البشره في مجلس التخاطب كذا ضبطه بذلك احمد بن	بما لا يصف لونا اي لون البشره في مجلس التخاطب كذا ضبطه بذلك احمد بن
944	موسي بن عجيل .	موسي بن عجيل .
945	ويكفي ما يحكي لحجم الاعضاء لكنه خلاف الاولي .	ويكفي ما يحكي لحجم الاعضاء لكنه خلاف الاولي .
946	ويجب الستر من الاعلي والجوانب لا من الاسفل ان قدر اي كل من الرجل	ويجب الستر من الاعلي والجوانب لا من الاسفل ان قدر اي كل من الرجل
947	والحره والامه . عليه اي الستر .	والحره والامه . عليه اي الستر .
948	اما العاجز عما يستر العوره فيصلي وجوبا عاريا بلا اعاده ولو مع وجود	اما العاجز عما يستر العوره فيصلي وجوبا عاريا بلا اعاده ولو مع وجود
949	ساتر متنجس تعذر غسله لا من امكنه تطهيره وان خرج الوقت ولو قدر علي ساتر	ساتر متنجس تعذر غسله لا من امكنه تطهيره وان خرج الوقت ولو قدر علي ساتر
950	بعض العوره لزمه الستر بما وجد وقدم السواتين فالقبل فالدبر ولا يصلي عاريا	بعض العوره لزمه الستر بما وجد وقدم السواتين فالقبل فالدبر ولا يصلي عاريا
951	مع وجود حرير بل لابسا له لانه يباح للحاجه ويلزم التطيين لو عدم الثوب او	مع وجود حرير بل لابسا له لانه يباح للحاجه ويلزم التطيين لو عدم الثوب او
952	نحوه .	نحوه .
953	ويجوز لمكتس اقتداء بعار وليس للعاري غصب الثوب .	ويجوز لمكتس اقتداء بعار وليس للعاري غصب الثوب .
954	ويسن للمصلي ان يلبس احسن ثيابه ويرتدي ويتعمم ويتقمص ويتطيلس ولو كان	ويسن للمصلي ان يلبس احسن ثيابه ويرتدي ويتعمم ويتقمص ويتطيلس ولو كان
955	عنده ثوبان فقط لبس احدهما وارتدي بالاخر ان كان ثم ستره والا جعله مصلي	عنده ثوبان فقط لبس احدهما وارتدي بالاخر ان كان ثم ستره والا جعله مصلي
956	كما افتي به شيخنا .	كما افتي به شيخنا .
957	فرع يجب هذا الستر خارج الصلاه ايضا ولو بثوب نجس او	فرع يجب هذا الستر خارج الصلاه ايضا ولو بثوب نجس او
958	ورابعها : معرفه دخول الوقت فوقت ظهر من زوال الي مصير	ورابعها : معرفه دخول الوقت فوقت ظهر من زوال الي مصير
959	ظل شيء مثله غير ظل استواء فعصر الي غروب فمغرب الي مغيب الشفق الاحمر	ظل شيء مثله غير ظل استواء فعصر الي غروب فمغرب الي مغيب الشفق الاحمر
960	فعشاء الي فجر صادق فصبح	فعشاء الي فجر صادق فصبح
961	حرير لم يجد غيره حتي في الخلوه	حرير لم يجد غيره حتي في الخلوه
962	لكن الواجب فيها ستر سواتي الرجل وما بين سره وركبه غيره .	لكن الواجب فيها ستر سواتي الرجل وما بين سره وركبه غيره .
963	ويجوز كشفها في الخلوه ولو من المسجد لادني غرض كتبريد وصيانه ثوب من	ويجوز كشفها في الخلوه ولو من المسجد لادني غرض كتبريد وصيانه ثوب من
964	الدنس والغبار عند كنس البيت وكغسل .	الدنس والغبار عند كنس البيت وكغسل .
965	ورابعها : معرفه دخول وقت يقينا او ظنا . فمن صلي بدونها لم تصح صلاته وان	ورابعها : معرفه دخول وقت يقينا او ظنا . فمن صلي بدونها لم تصح صلاته وان
966	وقعت في الوقت لان الاعتبار في العبادات بما في ظن المكلف وبما في نفس	وقعت في الوقت لان الاعتبار في العبادات بما في ظن المكلف وبما في نفس
967	الامر وفي العقود بما ms030 في نفس الامر فقط .	الامر وفي العقود بما ms030 في نفس الامر فقط .
968	فوقت ظهر من زوال الشمس الي مصير ظل كل شيء مثله غير ظل استواء اي الظل	فوقت ظهر من زوال الشمس الي مصير ظل كل شيء مثله غير ظل استواء اي الظل
969	الموجود عنده ان	الموجود عنده ان
970	وجد . وسميت بذلك لانها اول صلاه ظهرت .	وجد . وسميت بذلك لانها اول صلاه ظهرت .
971	ف وقت عصر من اخر وقت الظهر الي غروب جميع قرص شمس ف وقت مغرب من الغروب	ف وقت عصر من اخر وقت الظهر الي غروب جميع قرص شمس ف وقت مغرب من الغروب
972	الي مغيب الشفق الاحمر ف وقت عشاء من مغيب الشفق .	الي مغيب الشفق الاحمر ف وقت عشاء من مغيب الشفق .
973	قال شيخنا : وينبغي ندب تاخيرها لزوال الاصفر والابيض خروجا من خلاف من	قال شيخنا : وينبغي ندب تاخيرها لزوال الاصفر والابيض خروجا من خلاف من
974	اوجب ذلك .	اوجب ذلك .
975	ويمتد الي طلوع فجر صادق ف وقت صبح من طلوع الفجر الصادق	ويمتد الي طلوع فجر صادق ف وقت صبح من طلوع الفجر الصادق
976	الي طلوع الشمس .	الي طلوع الشمس .
977	لا الكاذب الي طلوع بعض	لا الكاذب الي طلوع بعض
978	الشمس والعصر هي الصلاه الوسطي لصحه الحديث به . فهي افضل الصلوات ويليها	الشمس والعصر هي الصلاه الوسطي لصحه الحديث به . فهي افضل الصلوات ويليها
979	الصبح ثم العشاء ثم الظهر ثم المغرب كما استظهره شيخنا من الادله .	الصبح ثم العشاء ثم الظهر ثم المغرب كما استظهره شيخنا من الادله .
980	وانما فضلوا جماعه الصبح والعشاء لانها فيهما اشق .	وانما فضلوا جماعه الصبح والعشاء لانها فيهما اشق .
981	قال الرافعي : كانت الصبح صلاه ادم والظهر صلاه داود والعصر صلاه سليمان	قال الرافعي : كانت الصبح صلاه ادم والظهر صلاه داود والعصر صلاه سليمان
982	والمغرب صلاه يعقوب والعشاء صلاه يونس عليهم الصلاه والسلام . انتهي .	والمغرب صلاه يعقوب والعشاء صلاه يونس عليهم الصلاه والسلام . انتهي .
983	واعلم ان الصلاه تجب باول الوقت وجوبا موسعا فله التاخير عن اوله الي وقت	واعلم ان الصلاه تجب باول الوقت وجوبا موسعا فله التاخير عن اوله الي وقت
984	يسعها بشرط ان يعزم	يسعها بشرط ان يعزم
985	علي فعلها فيه ولو ادرك في الوقت ركعه لا دونها فالكل اداء والا فقضاء .	علي فعلها فيه ولو ادرك في الوقت ركعه لا دونها فالكل اداء والا فقضاء .
986	وياثم باخراج بعضها عن الوقت وان ادرك ركعه . نعم لو شرع في غير الجمعه	وياثم باخراج بعضها عن الوقت وان ادرك ركعه . نعم لو شرع في غير الجمعه
987	وقد بقي ما يسعها جاز له بلا كراهه ان يطولها بالقراءه او الذكر حتي يخرج	وقد بقي ما يسعها جاز له بلا كراهه ان يطولها بالقراءه او الذكر حتي يخرج
988	الوقت وان لم يوقع منها ركعه فيه علي المعتمد فان لم يبق من الوقت ما يسعها	الوقت وان لم يوقع منها ركعه فيه علي المعتمد فان لم يبق من الوقت ما يسعها
989	او كانت جمعه لم يجز المد .	او كانت جمعه لم يجز المد .
990	ولا يسن الاقتصار علي اركان الصلاه لادراك كلها في الوقت .	ولا يسن الاقتصار علي اركان الصلاه لادراك كلها في الوقت .
991	فرع يندب تعجيل صلاه ولو عشاء لاول وقتها لخبر : افضل الاعمال الصلاه لاول	فرع يندب تعجيل صلاه ولو عشاء لاول وقتها لخبر : افضل الاعمال الصلاه لاول
992	وقتها . [ البخاري رقم : 537 , مسلم رقم : 85 ] .	وقتها . [ البخاري رقم : 537 , مسلم رقم : 85 ] .
993	0000000000000000000000000000000000	0000000000000000000000000000000000
994	وتاخيرها عن اوله لتيقن جماعه	وتاخيرها عن اوله لتيقن جماعه
995	اثناءه وان فحش التاخير مالم يضق الوقت ولظنها اذا لم يفحش عرفا لا لشك	اثناءه وان فحش التاخير مالم يضق الوقت ولظنها اذا لم يفحش عرفا لا لشك
996	فيها مطلقا .	فيها مطلقا .
997	والجماعه القليله اول الوقت افضل من الكثيره اخره . ويؤخر المحرم صلاه	والجماعه القليله اول الوقت افضل من الكثيره اخره . ويؤخر المحرم صلاه
998	العشاء وجوبا لاجل خوف فوات حج بفوت الوقوف بعرفه لو صلاها متمكنا ms031 لان	العشاء وجوبا لاجل خوف فوات حج بفوت الوقوف بعرفه لو صلاها متمكنا ms031 لان
999	قضاءه صعب . والصلاه تؤخر لانها اسهل من مشقته ولا يصليها صلاه شده الخوف .	قضاءه صعب . والصلاه تؤخر لانها اسهل من مشقته ولا يصليها صلاه شده الخوف .
1000	ويؤخر ايضا وجوبا من راي نحو غريق او اسير لو انقذه خرج الوقت .	ويؤخر ايضا وجوبا من راي نحو غريق او اسير لو انقذه خرج الوقت .
1001	فرع يكره النوم بعد دخول وقت الصلاه وقبل فعلها حيث ظن الاستيقاظ قبل	فرع يكره النوم بعد دخول وقت الصلاه وقبل فعلها حيث ظن الاستيقاظ قبل
1002	ضيقه لعاده او لايقاظ غيره له والا حرم النوم الذي لم يغلب في الوقت .	ضيقه لعاده او لايقاظ غيره له والا حرم النوم الذي لم يغلب في الوقت .
1003	فرع يكره تحريما صلاه لا سبب لها كالنفل المطلق ومنه صلاه التسابيح او	فرع يكره تحريما صلاه لا سبب لها كالنفل المطلق ومنه صلاه التسابيح او
1004	لها سبب متاخر كركعتي	لها سبب متاخر كركعتي
1005	استخاره واحرام بعد اداء صبح حتي ترتفع الشمس كرمح وعصر حتي تغرب وعند	استخاره واحرام بعد اداء صبح حتي ترتفع الشمس كرمح وعصر حتي تغرب وعند
1006	استواء غير يوم الجمعه .	استواء غير يوم الجمعه .
1007	لا ما له سبب متقدم كركعتي وضوء وطواف وتحيه وكسوف وصلاه جنازه ولو علي	لا ما له سبب متقدم كركعتي وضوء وطواف وتحيه وكسوف وصلاه جنازه ولو علي
1008	غائب واعاده مع	غائب واعاده مع
1009	جماعه ولو اماما وكفائته فرض او نفل لم يقصد تاخيرها للوقت المكروه	جماعه ولو اماما وكفائته فرض او نفل لم يقصد تاخيرها للوقت المكروه
1010	ليقضيها فيه او يداوم عليه .	ليقضيها فيه او يداوم عليه .
1011	فلو تحري ايقاع صلاه غير صاحبه الوقت في الوقت	فلو تحري ايقاع صلاه غير صاحبه الوقت في الوقت
1012	وخامسها : استقبال القبله الا في شده خوف ونفل سفر	وخامسها : استقبال القبله الا في شده خوف ونفل سفر
1013	مباح .	مباح .
1014	وعلي ماش اتمام ركوع وسجود واستقبال فيهما وفي تحرم .	وعلي ماش اتمام ركوع وسجود واستقبال فيهما وفي تحرم .
1015	المكروه من حيث كونه مكروها فتحرم	المكروه من حيث كونه مكروها فتحرم
1016	مطلقا ولا تنعقد ولو فائته يجب قضاؤها فورا لانه معاند للشرع .	مطلقا ولا تنعقد ولو فائته يجب قضاؤها فورا لانه معاند للشرع .
1017	وخامسها : استقبال عين القبله اي الكعبه بالصدر . فلا يكفي استقبال جهتها	وخامسها : استقبال عين القبله اي الكعبه بالصدر . فلا يكفي استقبال جهتها
1018	خلافا لابي حنيفه رحمه الله تعالي الا في حق العاجز عنه وفي صلاه شده خوف	خلافا لابي حنيفه رحمه الله تعالي الا في حق العاجز عنه وفي صلاه شده خوف
1019	ولو فرضا فيصلي كيف امكنه ماشيا وراكبا	ولو فرضا فيصلي كيف امكنه ماشيا وراكبا
1020	مستقبلا او مستدبرا كهارب من حريق وسيل وسبع وحيه ومن دائن عند اعسار	مستقبلا او مستدبرا كهارب من حريق وسيل وسبع وحيه ومن دائن عند اعسار
1021	وخوف حبس .	وخوف حبس .
1022	ولا في نفل سفر مباح لقاصد محل معين فيجوز النفل راكبا وماشيا فيه ولو	ولا في نفل سفر مباح لقاصد محل معين فيجوز النفل راكبا وماشيا فيه ولو
1023	قصيرا .	قصيرا .
1024	نعم يشترط ان يكون مقصده علي مسافه لا يسمع النداء من بلده بشروطه	نعم يشترط ان يكون مقصده علي مسافه لا يسمع النداء من بلده بشروطه
1025	المقرره في الجمعه .	المقرره في الجمعه .
1026	وخرج بالمباح سفر المعصيه فلا يجوز ترك القبله في النفل لابق ومسافر عليه	وخرج بالمباح سفر المعصيه فلا يجوز ترك القبله في النفل لابق ومسافر عليه
1027	دين حال قادر عليه من غير اذن دائنه .	دين حال قادر عليه من غير اذن دائنه .
1028	ويجب علي ماش اتمام ركوع وسجود لسهوله ذلك عليه .	ويجب علي ماش اتمام ركوع وسجود لسهوله ذلك عليه .
1029	وعلي راكب ايماء بهما . واستقبال فيهما وفي تحرم وجلوس بين السجدتين فلا	وعلي راكب ايماء بهما . واستقبال فيهما وفي تحرم وجلوس بين السجدتين فلا
1030	يمشي الا في القيام والاعتدال والتشهد والسلام .	يمشي الا في القيام والاعتدال والتشهد والسلام .
1031	ويحرم انحرافه عن استقبال صوب ms032 مقصده عامدا عالما مختارا الا	ويحرم انحرافه عن استقبال صوب ms032 مقصده عامدا عالما مختارا الا
1032	. . . . . . . . . . . . . . . . . . . . . . . . . .	. . . . . . . . . . . . . . . . . . . . . . . . . .
1033	. . . . . . .	. . . . . . .
1034	الي القبله . ويشترط ترك فعل كثير	الي القبله . ويشترط ترك فعل كثير
1035	كعدو وتحريك رجل بلا حاجه وترك تعمد وطئ نجس ولو يابسا وان عم الطريق ولا	كعدو وتحريك رجل بلا حاجه وترك تعمد وطئ نجس ولو يابسا وان عم الطريق ولا
1036	يضر وطئ يابس خطا ولا يكلف ماش التحفظ عنه .	يضر وطئ يابس خطا ولا يكلف ماش التحفظ عنه .
1037	ويجب الاستقبال في النفل لراكب سفينه غير ملاح .	ويجب الاستقبال في النفل لراكب سفينه غير ملاح .
1038	واعلم ايضا انه يشترط ايضا1 في صحه الصلاه العلم بفرضيه الصلاه . فلو جهل	واعلم ايضا انه يشترط ايضا1 في صحه الصلاه العلم بفرضيه الصلاه . فلو جهل
1039	فرضيه اصل الصلاه او صلاته	فرضيه اصل الصلاه او صلاته
1040	التي شرع فيها لم تصح كما في المجموع والروضه . وتمييز فروضها من سننها .	التي شرع فيها لم تصح كما في المجموع والروضه . وتمييز فروضها من سننها .
1041	نعم ان اعتقد العامي او العالم علي الاوجه الكل فرضا صحت او سنه فلا .	نعم ان اعتقد العامي او العالم علي الاوجه الكل فرضا صحت او سنه فلا .
1042	والعلم بكيفيتها الاتي بيانها قريبا ان شاء الله تعالي . PageV01P091	والعلم بكيفيتها الاتي بيانها قريبا ان شاء الله تعالي . PageV01P091
1043	| فصل في صفه الصلاه	| فصل في صفه الصلاه
1044	اركان الصلاه : 1 - نيه ,	اركان الصلاه : 1 - نيه ,
1045	فصل : في صفه الصلاه .	فصل : في صفه الصلاه .
1046	اركان الصلاه اي فروضها : اربعه عشر بجعل الطمانينه في محالها ركنا واحدا .	اركان الصلاه اي فروضها : اربعه عشر بجعل الطمانينه في محالها ركنا واحدا .
1047	PageV01P091	PageV01P091
1048	فيجب فيها قصد فعلها وتعيينها ولو نفلا ونيه فرض فيه	فيجب فيها قصد فعلها وتعيينها ولو نفلا ونيه فرض فيه
1049	كاصلي فرض الظهر ,	كاصلي فرض الظهر ,
1050	فيجب فيها اي النيه .	فيجب فيها اي النيه .
1051	قصد فعلها اي الصلاه لتتميز عن بقيه الافعال وتعيينها من ظهر او غيرها	قصد فعلها اي الصلاه لتتميز عن بقيه الافعال وتعيينها من ظهر او غيرها
1052	لتتميز عن غيرها فلا يكفي نيه فرض الوقت .	لتتميز عن غيرها فلا يكفي نيه فرض الوقت .
1053	ولو كانت الصلاه المفعوله نفلا غير مطلق كالرواتب والسنن المؤقته او ذات	ولو كانت الصلاه المفعوله نفلا غير مطلق كالرواتب والسنن المؤقته او ذات
1054	السبب فيجب فيها التعيين	السبب فيجب فيها التعيين
1055	بالاضافه الي ما يعينها كسنه الظهر القبليه او البعديه وان لم يؤخر	بالاضافه الي ما يعينها كسنه الظهر القبليه او البعديه وان لم يؤخر
1056	القبليه . ومثلها كل صلاه لها سنه قبلها وسنه بعدها وكعيد الاضحي او الاكبر	القبليه . ومثلها كل صلاه لها سنه قبلها وسنه بعدها وكعيد الاضحي او الاكبر
1057	او الفطر او الاصغر فلا يكفي صلاه العيد والوتر سواء الواحده والزائده	او الفطر او الاصغر فلا يكفي صلاه العيد والوتر سواء الواحده والزائده
1058	عليها ويكفي نيه الوتر من غير عدد . ويحمل علي ما يريده علي الاوجه ولا يكفي	عليها ويكفي نيه الوتر من غير عدد . ويحمل علي ما يريده علي الاوجه ولا يكفي
1059	فيه نيه سنه العشاء او راتبتها والتراويح والضحي وكاستسقاء وكسوف شمس او	فيه نيه سنه العشاء او راتبتها والتراويح والضحي وكاستسقاء وكسوف شمس او
1060	قمر .	قمر .
1061	اما النفل المطلق فلا يجب فيه تعيين بل يكفي فيه نيه فعل الصلاه كما في	اما النفل المطلق فلا يجب فيه تعيين بل يكفي فيه نيه فعل الصلاه كما في
1062	ركعتي التحيه والوضوء والاستخاره وكذا صلاه الاوابين علي ما قاله شيخنا ابن	ركعتي التحيه والوضوء والاستخاره وكذا صلاه الاوابين علي ما قاله شيخنا ابن
1063	زياد والعلامه السيوطي رحمهما الله تعالي .	زياد والعلامه السيوطي رحمهما الله تعالي .
1064	والذي جزم به شيخنا في فتاويه انه لا بد فيها من التعين كالضحي .	والذي جزم به شيخنا في فتاويه انه لا بد فيها من التعين كالضحي .
1065	وتجب نيه فرض فيه اي في الفرض ولو كفايه او نذرا وان كان الناوي صبيا ms033	وتجب نيه فرض فيه اي في الفرض ولو كفايه او نذرا وان كان الناوي صبيا ms033
1066	ليتميز عن النفل .	ليتميز عن النفل .
1067	كاصلي فرض الظهر مثلا او فرض	كاصلي فرض الظهر مثلا او فرض
1068	وسن اضافه الي الله وتعرض لاداء او قضاء ولاستقبال	وسن اضافه الي الله وتعرض لاداء او قضاء ولاستقبال
1069	وعدد ركعات ونطق بمنوي .	وعدد ركعات ونطق بمنوي .
1070	وتكبير تحرم	وتكبير تحرم
1071	الجمعه وان ادرك الامام في تشهدها .	الجمعه وان ادرك الامام في تشهدها .
1072	وسن في النيه اضافه الي الله تعالي خروجا من خلاف من اوجبها وليتحقق معني	وسن في النيه اضافه الي الله تعالي خروجا من خلاف من اوجبها وليتحقق معني
1073	الاخلاص .	الاخلاص .
1074	وتعرض لاداء او قضاء ولا يجب وان كان عليه فائته مماثله للمؤداه خلافا	وتعرض لاداء او قضاء ولا يجب وان كان عليه فائته مماثله للمؤداه خلافا
1075	لما اعتمده الاذرعي .	لما اعتمده الاذرعي .
1076	والاصح صحه الاداء بنيه القضاء وعكسه ان عذر بنحو غيم والا بطلت قطعا	والاصح صحه الاداء بنيه القضاء وعكسه ان عذر بنحو غيم والا بطلت قطعا
1077	لتلاعبه .	لتلاعبه .
1078	وتعرض لاستقبال وعدد ركعات للخروج من خلاف من اوجب التعرض لهما .	وتعرض لاستقبال وعدد ركعات للخروج من خلاف من اوجب التعرض لهما .
1079	وسن نطق بمنوي قبل التكبير ليساعد اللسان القلب وخروجا من خلاف من اوجبه .	وسن نطق بمنوي قبل التكبير ليساعد اللسان القلب وخروجا من خلاف من اوجبه .
1080	ولو شك : هل اتي بكمال النيه او لا ؟ او هل نوي ظهرا او عصرا ؟ فان ذكر بعد	ولو شك : هل اتي بكمال النيه او لا ؟ او هل نوي ظهرا او عصرا ؟ فان ذكر بعد
